LEO-W_2_-5_1_5TM,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
LEO-W_2_-5_2_5TM,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
LEO-W_2_-5_3_5TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO-W_4_-5_1_5TM,10.934382,10.934382,10.873221,10.873221,10.873221,10.842613,10.781343,10.811987,10.811987,10.72,10.658584,10.689301,10.658584,10.658584,10.597095,10.597095,10.627849,10.566323,10.535532,10.566323,10.597095,10.473896,10.473896,10.412186,10.473896,10.473896,10.412186,10.412186,10.381303,10.381303,10.412186,10.412186,10.412186,10.381303,10.319481,10.319481,10.350401,10.288542,10.288542,10.319481,10.257584,10.319481,10.381303,10.319481,10.350401,10.350401,10.381303,10.381303,10.381303,10.535532,10.504724,10.504724,10.504724,10.597095,10.597095,10.597095,10.689301,10.597095,10.750681,10.689301,10.750681,10.750681,10.781343,10.842613,10.811987,10.842613,10.873221,10.903811,10.842613,10.873221,10.873221,10.842613,10.842613,10.842613,10.750681,10.781343,10.781343,10.781343,10.658584,10.627849,10.658584,10.597095,10.566323,10.566323,10.566323,10.566323,10.504724,10.535532,10.412186,10.473896,10.350401,10.412186,10.381303,10.412186,10.288542,10.319481
LEO-W_4_-5_2_5TM,10.842613,10.903811,10.903811,10.903811,10.873221,10.903811,10.934382,10.842613,10.903811,10.903811,10.903811,10.903811,10.842613,10.811987,10.934382,10.811987,10.811987,10.811987,10.903811,10.842613,10.811987,10.842613,10.781343,10.842613,10.873221,10.750681,10.842613,10.750681,10.811987,10.750681,10.750681,10.811987,10.72,10.72,10.72,10.72,10.72,10.689301,10.658584,10.72,10.689301,10.689301,10.72,10.689301,10.72,10.627849,10.689301,10.627849,10.658584,10.658584,10.72,10.627849,10.597095,10.597095,10.689301,10.689301,10.689301,10.627849,10.658584,10.627849,10.627849,10.689301,10.658584,10.597095,10.627849,10.627849,10.597095,10.627849,10.658584,10.658584,10.627849,10.627849,10.627849,10.658584,10.627849,10.658584,10.689301,10.627849,10.658584,10.689301,10.658584,10.689301,10.658584,10.750681,10.689301,10.72,10.658584,10.689301,10.658584,10.689301,10.689301,10.658584,10.627849,10.658584,10.750681,10.627849
LEO-W_4_-5_4_5TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO-W_2_-4_1_5TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO-W_2_-4_2_5TM,11.17831,11.147882,11.17831,11.147882,11.147882,11.117436,11.117436,11.117436,11.117436,11.117436,11.117436,11.056489,11.086971,11.086971,11.086971,11.056489,11.086971,11.086971,11.02599,11.02599,11.02599,11.02599,11.02599,11.02599,10.964936,10.934382,10.964936,10.934382,10.934382,10.903811,10.934382,10.903811,10.903811,10.903811,10.903811,10.873221,10.842613,10.842613,10.873221,10.842613,10.873221,10.873221,10.842613,10.811987,10.811987,10.873221,10.811987,10.842613,10.811987,10.842613,10.811987,10.811987,10.781343,10.811987,10.811987,10.842613,10.811987,10.842613,10.842613,10.873221,10.811987,10.781343,10.811987,10.811987,10.842613,10.842613,10.842613,10.842613,10.842613,10.842613,10.842613,10.903811,10.873221,10.842613,10.842613,10.842613,10.842613,10.873221,10.842613,10.842613,10.842613,10.873221,10.811987,10.842613,10.842613,10.811987,10.842613,10.811987,10.811987,10.842613,10.842613,10.811987,10.781343,10.781343,10.750681,10.750681
LEO-W_2_-4_4_5TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO-W_2_-4_5_5TM,17.920853,17.920853,17.94778,17.920853,17.94778,17.893915,17.893915,17.920853,17.84,17.84,17.84,17.893915,17.893915,17.866964,17.866964,17.84,17.893915,17.84,17.866964,17.84,17.866964,17.84,17.84,17.813024,17.813024,17.813024,17.813024,17.813024,17.866964,17.786036,17.786036,17.759035,17.84,17.759035,17.759035,17.732022,17.759035,17.786036,17.786036,17.786036,17.759035,17.759035,17.759035,17.759035,17.704996,17.677958,17.704996,17.732022,17.704996,17.704996,17.704996,17.704996,17.677958,17.704996,17.732022,17.704996,17.677958,17.677958,17.677958,17.650908,17.677958,17.650908,17.677958,17.623845,17.623845,17.623845,17.650908,17.677958,17.623845,17.677958,17.650908,17.623845,17.650908,17.677958,17.596769,17.650908,17.623845,17.596769,17.650908,17.650908,17.650908,17.650908,17.650908,17.650908,17.569681,17.569681,17.623845,17.596769,17.54258,17.54258,17.623845,17.569681,17.569681,17.569681,17.54258,17.569681
