LEO-E_2_-5_1_5TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO-E_2_-5_2_5TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO-E_2_-5_3_5TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO-E_4_-5_1_5TM,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
LEO-E_4_-5_2_5TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO-E_4_-5_4_5TM,14.765925,14.765925,14.708978,14.822814,14.737459,14.822814,14.737459,14.765925,14.737459,14.623447,14.737459,14.737459,14.794377,14.794377,14.822814,14.765925,14.822814,14.879645,14.765925,14.822814,14.794377,14.794377,14.879645,14.765925,14.794377,14.765925,14.794377,14.737459,14.765925,14.708978,14.765925,14.737459,14.737459,14.737459,14.765925,14.708978,14.680482,14.680482,14.737459,14.651972,14.680482,14.594908,14.594908,14.623447,14.566354,14.566354,14.594908,14.594908,14.509201,14.594908,14.537785,14.509201,14.480603,14.45199,14.423362,14.45199,14.423362,14.423362,14.45199,14.45199,14.394719,14.423362,14.394719,14.394719,14.45199,14.45199,14.480603,14.480603,14.423362,14.394719,14.423362,14.394719,14.537785,14.423362,14.537785,14.509201,14.509201,14.537785,14.45199,14.480603,14.509201,14.509201,14.566354,14.594908,14.537785,14.480603,14.566354,14.594908,14.45199,14.594908,14.537785,14.509201,14.566354,14.623447,14.509201,14.594908
LEO-E_2_-4_1_5TM,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
LEO-E_2_-4_2_5TM,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
LEO-E_2_-4_4_5TM,10.964936,10.964936,10.964936,10.934382,10.964936,10.903811,10.934382,10.934382,10.934382,10.934382,10.873221,10.903811,10.964936,10.934382,10.934382,10.964936,10.903811,10.934382,10.903811,10.903811,10.934382,10.934382,10.934382,10.934382,10.964936,10.934382,10.934382,10.873221,10.903811,10.873221,10.903811,10.934382,10.873221,10.934382,10.964936,10.903811,10.873221,10.842613,10.903811,10.903811,10.934382,10.873221,10.873221,10.903811,10.903811,10.873221,10.873221,10.873221,10.873221,10.811987,10.842613,10.903811,10.873221,10.842613,10.842613,10.811987,10.873221,10.811987,10.811987,10.842613,10.811987,10.842613,10.842613,10.811987,10.811987,10.873221,10.873221,10.811987,10.750681,10.781343,10.811987,10.811987,10.873221,10.811987,10.811987,10.811987,10.842613,10.842613,10.842613,10.811987,10.811987,10.811987,10.842613,10.811987,10.811987,10.873221,10.811987,10.873221,10.781343,10.781343,10.811987,10.811987,10.873221,10.873221,10.842613,10.842613
LEO-E_2_-4_5_5TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO-E_4_-4_1_5TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO-E_4_-4_2_5TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO-E_4_-4_3_5TM,10.566323,10.566323,10.566323,10.535532,10.597095,10.597095,10.627849,10.597095,10.566323,10.473896,10.504724,10.566323,10.566323,10.566323,10.566323,10.566323,10.566323,10.597095,10.627849,10.597095,10.566323,10.535532,10.658584,10.535532,10.597095,10.566323,10.566323,10.535532,10.473896,10.504724,10.504724,10.504724,10.504724,10.473896,10.473896,10.44305,10.473896,10.381303,10.412186,10.44305,10.412186,10.412186,10.350401,10.350401,10.319481,10.319481,10.257584,10.257584,10.226608,10.288542,10.164598,10.195612,10.102514,10.071443,10.071443,10.102514,10.040353,10.071443,10.040353,10.102514,10.102514,10.071443,10.009245,10.102514,10.133565,10.071443,10.071443,10.133565,10.102514,10.102514,10.071443,10.102514,10.164598,10.102514,10.195612,10.288542,10.195612,10.195612,10.133565,10.195612,10.164598,10.226608,10.257584,10.257584,10.226608,10.226608,10.226608,10.226608,10.226608,10.257584,10.288542,10.257584,10.350401,10.319481,10.288542,10.226608
